public_key,bitclout_amount,reward_transaction_count,is_genesis_account
BC1YLhwVdsWvjc57Aky2Uk1C1SwPzvjYVrWtD6CAXG1uD2JAFmHAtDC,25.312858686,23,false
BC1YLihsCia9browmer4wk4jGVgntBQkGeK6suTyavXKjrAK5XB2tGS,25.101515474,18,true
BC1YLiN1f55g2aPidvB7sk6M51fmYaXitMxCnbkLXPRfV2wMVnxymJv,25.00002,1,true
BC1YLh2ZZ2Q8gBniPqvzyaHw5w1KUVJujaJ1Fa83wMXrhoULh1oX2Gi,25.00002,1,true
BC1YLggmefmHswzfLuKGcYeLbBKFSDocvGvh3W8a643tRTcc3ZsD1gU,25.00002,1,true
BC1YLhqpnYFHXrpTg8o78atjJmc9PMdCiL3zPCEB94wuYfVxmHW9D6p,25.00002,1,true
BC1YLiQKxGk1dpv8JzzGCNZwnhaumvuRGnZC7MjBoRoZpvK1FD77sCH,25.00002,1,true
BC1YLhHAiRCbGkqpAQazE6uVUkbu4pTTSLuEUjnYdUZtXEbwYFz4nW8,25.0000197,1,true
BC1YLiSFY3F6JC7P6JttS1Wy8aFMrWqoL18q2mJjobJBFWdGuhSC9CV,25.0000126,1,true
BC1YLgmFJGjpGGvCZw1qqo8xxk7zosKGQbxGR3v4mSCccdJn2TV6yxP,24.9576815,1,true
BC1YLjPAoYEp1dWhY2tFEqWAaU59PgeP6ULQ3KTa86ALbnBXvGKbmoR,23.520835498,15,false
BC1YLhSG9rQbndofVVXdyAoUXSpxU4fkHqw22fWZHQE8VmY5J3J2o9X,21.0663818,1,true
BC1YLi4wEWwp18nYaJYenE9wug2dMwpou9Kz9fo87FKkyoJhNHyqtjB,19.3811641,1,true
BC1YLhfDuGUP8Th3TXFL4Z1PxjbYa7SvfQVB53KVD1H8W7pP1v2xG6h,17.3743509,1,true
BC1YLgzqw9pcCUYMDpVGuXSazMFkBVfh3c5Fw4xb2WzVz9wBEaZFtPL,15.6416124,1,true
BC1YLiXroJE1z1BrhEdcTf6zmUt87vtmsXFhU7W4vMDA8G2Js2WeeSP,15.019133,1,true
BC1YLhby2StUVfP9RmQtAmbJh6ZqxyGkbs2cycqbhXpvAgmJ9fKShgs,13.1825874,1,true
BC1YLhVKMk3ZddiLQ2b6uu6XHt9NextvGZpv9HJZk1zN9anmi8k2ftJ,12.2834457,1,true
BC1YLfmXYzmYMj2VNeuygiw9fodQ6fmU5dUjvURY72gE2HZcB9swMZf,12.1419007,1,true
BC1YLhk8xvnQTSnuacRRizhLmLGzBWBUeudFq5YXmZbR6nKFekgWied,12.1248274,1,true
BC1YLgaMeRckNHsz2L7GkHLXZzwZ5oTJR65c3x1fzDTcpkxVj17ntbx,11.7193084,1,true
BC1YLj2gtDwjuCqpukxyWDmqQNCF2Ak6Wzscabtc2yNSYngvfny24p5,11.7097066,1,true
BC1YLi1GbxWUmMTRMjdoHnrDVEnw2FsgU2hzND1Z7ECTmZJNGbAFMTA,11.0385844,1,true
BC1YLiPJDg5TGoff7RTPsoJJgk6QbQmr8w9YNoB5f6UBNguXfyyh6K2,11.0287855,1,true
BC1YLjBWCv15GuM5UCYNkHAFupdZRKkmxwvoUNuRcDmoJzhTJwnjR5o,10.019913,1,true
BC1YLhSkfH28QrMAVkbejMUZELwkAEMwr2FFwhEtofHvzHRtP6rd7s6,10,1,true
BC1YLjG8CqAfbLqnXu7UwvAu6DBMCWi3ARWzeJGXLQUG7K1FmzNLDY3,9.1559271,1,true
BC1YLiQqFd4ro1jw3XTZ4zxMjEQka7NXy4aTc8Km1oeDHwjBn2kXrDy,9.125453,1,true
BC1YLhdu6zswTuZZVK43bH3i5JqhJMLC68YvK2BZvnFwdCRe5h8nKr6,8.5781389,1,true
BC1YLgDJhY6xz5thCHRLhFseHdzusN8prZHzUitKVQs63uXPHtVZ2Rx,8.5041683,1,true
BC1YLghgFEiWvfmdxUVsTBvMHrdM2w58pw7qvYiBgqrAiYT8QLoo55t,8.431906,1,true
BC1YLhkLf8BtPeX2DsmkMjsHvCJZiYJXw3bDYkAsvwoAFerZg3yR9wH,8.3615317,1,true
BC1YLjJq9HyTSkmKsWNMB3ZwEC7bwXP4tQ3Jotm7verfV34qWKgxzAY,7.7641696,1,true
BC1YLgCYtpFg3CdNhHcvMm1meM8L1mQQ6ncaoDvHNncRXUWAjo5NxjA,7.6383034,1,true
BC1YLgZzsptiLe2F2VHaFbGUxKnR5KgzJJA3Nvb8QLLGWhLSM3thFfV,7.5582099,1,true
BC1YLipqcfFqeioHymZpixdwbEAy8svchgxfqnJuBtJNFjr1hSz24Fg,7.446369,1,true
BC1YLga6p3jRpaqdRVsdXW431Zboup8zfVwhXwRmWqHo7JBg3jZyZsu,7.4074286,1,true
BC1YLimbUp2oNm6Pa5XbPnEtTJ3asX72evZhr5rPZhbuQtyUix3RgdC,6.9992867,1,true
BC1YLjQtyCuiBHLYVBMf6rbP5eNq7n6ieHE1xgV3926jYMrsz8yfyob,6.792786709,2,false
BC1YLgSS8E6QyQeu1amRr4cGWW5h2K5soiDdrsrrKVdMRr7kdyoYSnJ,5.9358513,1,true
BC1YLhUX6L3AjrWbCz946xti3NAinfoyfMBCqDXB8QTscVjCTYuMUKX,5.7343749,1,true
BC1YLiPRqwypPB5A5zYhQjXYeNNqXVS8NDYnVzQxjpN6G4NvgdAU4uo,5.6506488,1,true
BC1YLjEn6n8k22gKtrF5XpsP13wfrfZ1dY5AeowEcexntCktECpvteW,5.5071434,1,true
BC1YLhHWTShFb6jqcQ9t45N9Ha6W22eL9eLCiNuJbc95QVEDp3vJ9Ju,5.5039713,1,true
BC1YLhoSyTGukSnxiSKsCkBGuayJRTDufikaAULkJhChcj2tuwnV73r,5.218786541,5,false
BC1YLh3sNyfh9ES6SMrQxwZw8GemQfCE79qKTCftDYzSv7ZkY4iXdvN,4.3956353,1,true
BC1YLgyJZ6iVxqWaDCTCYj8hY5QGFsCp8HvKogDgKuMXjU34TQRfBPR,4.3075993,1,true
BC1YLixFqbgDB61AWZT5LNkJLcZTdi9zbgiuMxQxnBNckkiZSu8CQMA,4.250517699,1,true
BC1YLiLF5uQb2Ja62AMXdQf3d47fZi6JWoYgAbZ5M679CYc9Xs4m1Fm,4.129865299,1,true
BC1YLjTNLUzzGGPLwAwkiJs4eZNU8montS37xFBEKZ5sGrrXpskvbQS,3.9999956,1,true
BC1YLgwD52evoWap6ZMZT2gi72XKjSv628hCzek1KrhaTdwd8ErRv32,3.8238914,1,true
BC1YLhPJLrrtqMe5hPKX2xqx6CTdDTYLskWRDeCyq3iJNij6QAWK8RD,3.4389254,1,true
BC1YLigrkBdUABtzBa6odgy9JNm43gQxD1vbckWdb9dfHrJ6FMgs5Ud,3.282631662,2,false
BC1YLhEcX2bdhVqWvD7xcisWY3zigRNwDq7nS2qXhWmc8Xptv2t4o81,3.2573789,1,true
BC1YLjPFPBS4mefDT9iT1X5YFovQssk1ezKnSRSaMDvtU7MPMEgMukh,3.000000224,3,false
BC1YLiM7SDbZmogh8XSoobAZpuj82pKpNtEdeMunn2wmCqNf4FP8Ji9,2.1938757,1,true
BC1YLhbWAhiGhEgwzZ2FS8PykqaiufA6tFWu97G4DTAifLakiYZf1wE,2.1575289,1,true
BC1YLgGNHv8n2ecazdf8nHQz7pmfmDaTg688t4xeiupXZGq3UHXMNzC,2.1318434,1,true
BC1YLh8guwyE9zHDXiKnfAkMJJJqbUhp7QcZgzA7nfLue7q2qiA3x1Z,1.9425837,1,true
BC1YLhMgSfVeJjNXTXfDGveciNoocXy1GSHr9KCfxA7EkSBrQTY4f8H,1.0000198,1,true
BC1YLiGvMLM5w7fTPcUrnpfjq7qaNwji1ym4WY78higYu3F1oLwq4jA,1.000019599,1,true
BC1YLg5MSw1ZTSgbW41b4FdxaY4o8yPyiWvkvs9UZWXgBUwjm3hPowq,0.9999951,1,true
BC1YLgw6k169i8ocTVoMhAaEq81TGd3rmxvytpVdNWUz5HgjZBNNqbq,0.9900174,1,true
BC1YLft7vZQFQb41y3vieMd5Fn9Wz2mUDQwrLnH5JwFJzfqCg4Z1smp,0.7928249,1,true
BC1YLiF9kQNcyuWdLhosFYc1L5ugwj7rteGbGPTZysKa1Vx4FM916w6,0.0999951,1,true
BC1YLggDJGPeT8g3vbviKVAe7j1RR5AAmmd5xaGGz4UbEgoiWcuHzaC,0.02002,1,true
BC1YLjVZAxDvd4LyiXutSpFokJE886XbWa8EVwc2Ktq8FEBmrysHvh3,0.01002,1,true
BC1YLgQieB9VNsQMU7ZwtnVCzfnNqzYQn42D1LmvRF1NqkuHJG4m14G,0.00102,1,true
BC1YLj3MHPZh6iicwyxQuspjSaF9N4ihhLswq6i4d9zFqGennQm4gZi,0.0009932,1,true
BC1YLhRH8X7hCRYMgLYaC9twBhtBGFERJRzE4wpso8i5M87x1bDtKz7,0.0009356,1,true
BC1YLiomyXHfqdBPUAgnQJ8kVAtZJhh9ifRL8ZotNwJhZaC97MkMX7P,0.0001,1,true
BC1YLgTH1HKksKTQe54VfYVu3RvvDw6FZihJMs1FazgMxcMSv5ULKiS,0.0001,1,true
BC1YLjRJNb5xkeny5L7sCbnPmPe81orhAwXqLfwWTqoRnGvvpJcDRvx,0.0001,1,true
BC1YLh6LNrdZCBr49SgiTyNyY32H38a8AWxwTY1ApgYFdZ15DWqbNKP,0.0001,1,true
BC1YLi2fmnUXexoECWFvuuByr4UzWVdxAiTt7pSVnSTNR4RBj4Tfo5B,0.0001,1,true
BC1YLgs99hv39No3PnHczSgmr3exquKLTjCcr7uXNrbys4FBEVtxey7,0.0001,1,true
BC1YLgxtv6k2bJzn5J3fnuF8Q59412yeUYRAXqRqooaBJvqiW3y3ij3,0.0000997,1,true
BC1YLinJpCH228CqmoBjAg14n8NerwxydwVCjBJcE185uFXzwScRng4,0.0000995,1,true
BC1YLhtokEzRxEHE5TmvPpJ8wzTr8YTweSboUNm2xSRVVfyWmE9e959,0.0000993,1,true
BC1YLgTCGxLyvMD1ngDDdkMmB8ivebq2sXrYU24ypTJ2yngrqjC1KX4,0.0000989,1,true
BC1YLg5C16mf4SpPgv4d8gUzBoTq6uTDNamwQfaFDVRZ3uFNMK9q8Eh,0.00002,1,true
BC1YLiT9Nv3RNhorYoTEfgkm3hLqHvykUPprp43nWaRsTcPHP81FdWy,0.00002,1,true
BC1YLgQfGA2jwPs2Ns6xCruqkaZchZRnZbc9hzAcdxJuhMCWK6HH1HY,0.00002,1,true
BC1YLi4ymtS7m9UsRQehvAYELm7Mih9VZwVm1AEhCxV9kVuHrUKdUvX,0.00002,1,true
BC1YLgKfbFPNkFwiofsqCfsVtLXsjn48MTgLr3d1uDXADECu75QrFyD,0.00002,1,true
BC1YLhwmpgeqF5L2nCQig63B4Tdo8tV3FSHRZrEU4tZRg2rgWtfcNqP,0.00002,1,true
BC1YLgFezgRHBSxiaNaYBRLeXieL42hGMXXGBMPZqVedVuNuagP93r4,0.00002,1,true
BC1YLjPVpdW83dXHRsLVX4VLAgCBDimwuVqsFkf182rBNGaGBEs5z4P,0.00002,1,true
BC1YLjYo4j9vVhjfcFEdEXVt9HAn9nPzLzoYKNFyzFWmzGdZBNTADSC,0.00002,1,true
BC1YLhh8vRYR2LmTuEMQ1c9v23JBtEiCFXgNEP4np8nShKr8uoiKoPh,0.00002,1,true
BC1YLjUaYPwiHUza4ErxjYCQGxtooakJkNDm4in4dbMDky7A5xVWnv1,0.00002,1,true
BC1YLghsBpyy82J79GrdzrRUKgdCX7qRQA6CpUxZmp3RoqbEHyRuNXU,0.00002,1,true
BC1YLg6Po7NprCb4SUM25hiR6dZyR23YiqNiq4XSQuTdaYdrKzC9Lfz,0.00002,1,true
BC1YLjNTCyWHroqa5KLsbeWUH6Dh4dfmp6diAVJQ1LVYhLwggvpuAYh,0.00002,1,true
BC1YLiS8HmcpQQncHcELw8YiJUQvwVCEsspzUEwVAuQFfxpmfo4CPCC,0.00002,1,true
BC1YLghqXfKrYnDjAzJYbmGZCU4HeQFLSRq5mfxU3aaqf4MXPBzQtGb,0.00002,1,true
BC1YLgjn3oDJAZ1V9Hq2FoPkBLo3zY9tPvDj9zdtywVNB31eLbEZfmM,0.00002,1,true
BC1YLidJrtNjEzYstBZA7jZ5CK34LLv5wVNtX41Qf6Jf7Fb8uhchLA9,0.00002,1,true
BC1YLi9V19ctL264ZyQvAcDiyCSRkhaL3d8H2GwjkgcSwJEC5S1JFrV,0.00002,1,true
BC1YLgbdQkwt9u4Q1FEf7LpQEgxE6bR31HwyrdB5Pv6uPDNzb6dveqX,0.00002,1,true
BC1YLiSwrZmanwxWNtWfiXs7ue8j8u945psRLN6ZfoMYLwnQMyxpiWx,0.00002,1,true
BC1YLikE1SwzSjJdRjeA6scacgRTNGQLtgZUhxfjGk5LzczQpiep4CX,0.00002,1,true
BC1YLj5DznUuzsK2KSSdC5d1WTYhsxpzK5dgy2kvKgMZt7y5wYbwx4f,0.00002,1,true
BC1YLhueVrWyT1muMhxTSWXqbfCY2V1sZVG6Ym1xUqFtNKWuzbjw5Ly,0.00002,1,true
BC1YLgAKwpTTDu4JMsWZACQEVTknZHyg9doKNzrv2rtXsvhXG4KYxpq,0.00002,1,true
BC1YLfmTYjGYzTQiUxQZZHSDBKJYH2wbPVDGdtCwQfLFRtkQJ9hC132,0.00002,1,true
BC1YLiSKvZfmM8nXekussgMhvE3g5TrBmMxDtAcKEeizU1kTY1W69Uy,0.00002,1,true
BC1YLhminadKYJdUHCW8Dq8A9AufL9A6LZJzd1e9bMQw6XtSpkUdZrg,0.00002,1,true
BC1YLj5trxrHGrXSr3Wd6i7XvU7MLtbQyy3ER4SSiwpJgDaadx1hQec,0.00002,1,true
BC1YLhFZMV12qR8gXnpiSqTJimy3fkGZkGjKpdAasCQT1s1pKmUJ4yj,0.00002,1,true
BC1YLjUxyWNkjvHVV1gTz8fVoWtRc1Vg15GzFgCDzpEn22arx8uadS7,0.00002,1,true
BC1YLfk1aEhSoRW8q7VkURA3GdhMhK9QjK4cPzZGP1t6sxdYgF7grR7,0.00002,1,true
BC1YLgvM6ELn1Rc5H7zAKwvaWxDs96xj2CJg4dG8H5Yj9kyx6Ran5Sb,0.00002,1,true
BC1YLgaLUwqdAWtfeYyAQgC4gVETdiK6iRaQK7kdza5skDbw6GA4qtq,0.00002,1,true
BC1YLh8uQa7UfuBKBLAhbBYh2d4ju1V15ZQpfFRjT2xnts2Cjj8g8oq,0.00002,1,true
BC1YLjNarW9sLfnJ7DR99H3sMEtKqtBSivLZksRiW9Z9MwrCLMqS4VP,0.00002,1,true
BC1YLgL79XtTM5LrzQf6Z9qZg1zpDeMfYdFov7YXgYkjAR1oZtwUonN,0.00002,1,true
BC1YLhmG2rApR5DdfXzczfJs7jWN8zehhvBW2ocxsDmoffVJQk7ni8w,0.00002,1,true
BC1YLiJ4d8uAAc9j1XPxrCQNimpA3bfQELRdnanhcVspp5wqWHTQwq5,0.00002,1,true
BC1YLhirLHUw98wn2xL2RYHBbRa1JRedqakygjzDa3aRK7dfUS2vP4M,0.00002,1,true
BC1YLjAVhBSE6mxBD3tHHYwX1nLZMUR7UJCokzXij2LEDDfimEvYCvu,0.00002,1,true
BC1YLiBXinpHZELGh5vzhSAPmZHrVP98ToB4iGffzWKE1KpdyQxyqa7,0.00002,1,true
BC1YLhsL21oLqSKndGuvhnFaQUvPm8XN5iFNqT6mss35kg3fcxw4ARR,0.00002,1,true
BC1YLixaqwyXVRZxdzREfgDWDBLHiPAStWTm2KRpbEpRwoQ7m49z1Au,0.00002,1,true
BC1YLj4o3kibE7MUd7kFWdiiWiaZFU9w2bMvhszj9qabzcGk88Sj9zq,0.00002,1,true
BC1YLg8oEEiG5zuVEo4mg9TT1VhCtAkWM8DK3BQqVYw6i6WRwJXY5sW,0.00002,1,true
BC1YLijbo6pks5unG16MkMKrcUxx3CbNJRyoyCiCKsp9cWPcWP6Ay8C,0.00002,1,true
BC1YLi8uopws4AVw5C1Kdd5G9fJDsi9jnNgeAXRZZnhBJXPZrpYNuWw,0.00002,1,true
BC1YLheTZmaAoyRZwYQei14iajJN5xnzZp2b6kBtBfEE8MaGc4ic4zo,0.00002,1,true
BC1YLhvTZNHuvcsZLB9T2yLpXQPZA4YPyEorWruX5ioR7QRDvXFEmRc,0.00002,1,true
BC1YLgWPwYRYNwA6pEWosKF5kfiD51XTrhSebEArX83JikRyt8dXN3m,0.00002,1,true
BC1YLhLwgqezbUWPsVcNpJExuWr7FhZPcsTEjuzx67tkxZGrbZawenW,0.00002,1,true
BC1YLiVmFr5oQe3J4VhwSoG1P4k6BQ3mBdN6DRN4Zz7UcWSVzfFQpMV,0.00002,1,true
BC1YLgpMgHCjATTnuGMJjt3bPQ4ngZZZe7gLeSLSsRe8eUeLiPqQCRo,0.00002,1,true
BC1YLgHyrix4biJoWU1DeGXU41d5GFaXUHEfeoEg8nitgtfV5PH58rh,0.00002,1,true
BC1YLi3J6EaZog9Z73R3ePRSuTs8Zzq9Fv1nkw3uKJ8hU2GjB5KaVcb,0.00002,1,true
BC1YLfhb8pbM374ctoXJssPTF3M9k1bU7KTHLRb3n24HEDNJBd7D9QQ,0.00002,1,true
BC1YLh7ZfgoRrwkH5xAxD7FgeQQ8QHVeVCRDKGqsNJf1yrEj8rvrMr2,0.00002,1,true
BC1YLjFe21JsHhc7q3GoWFyCcCzs6kfzdSuPhNaLRy5sushrac6Bdhp,0.00002,1,true
BC1YLgH5u1oksERgWsUp48JbwKgQnkkb7sbigRL62zb3w9aGin7vcDW,0.00002,1,true
BC1YLgDhWWx6sSYTyjRzn232bhJo5k5JfKJpi7i8Q8kqMU9wyCX5SG1,0.00002,1,true
BC1YLjBxKjyopwRqZQkZaQKZbzq1peYv1F8rU2aNBQFe8eJR2eXR8B9,0.00002,1,true
BC1YLjBybUmB1dQpRg4z5A8xCfT4hrSRfZbhU5GjiP5wDqvf11aT1b3,0.00002,1,true
BC1YLgHWqr6bbxYBpbQrLNfuTSGcyGYRcjTRYHfyjjDghMNyB15m6YU,0.00002,1,true
BC1YLhbGfR6ysMEEg8chz4rxHcXtF5mGkj1CvuAX4X6E6DwZ881xrXi,0.00002,1,true
BC1YLhyNxUiPg8rXvVuAWsF2tZyc1wr7K5BubAXsmo3Z4CNrMZ7JMsi,0.00002,1,true
BC1YLhKb3vYTDiMCWZ2QgxfVoQ84yeW9rEqYYUwxoA5N3S2vhPPRVQF,0.00002,1,true
BC1YLgTCmNLxzNcag7EsvTjv7BPapmYfo8eVHoCEo8LoLJ9xNYLYooM,0.00002,1,true
BC1YLiWad1qC7uqXSmR1Xg2j71GmRpmQPqCiGuuuULFyBgrYTXfnVHL,0.00002,1,true
BC1YLi3pz3WQA7u6T5Vda7iC1o79KPoEoFaf26EXkrcZA4SmW3kcQdb,0.00002,1,true
BC1YLiAGZUvxNGmsHHKxskef1e4paJZdfwdkVzJnhRCucuSAknR5Bcg,0.00002,1,true
BC1YLfsgDWnCgUpHAAWTUwJXwrDrGUtHDcPKe5MbB6CeQEMfCg844UF,0.00002,1,true
BC1YLfzKiiVaAGmYawWhjKhNfgw9dNxz4cSXBEY8ETrw81pTPBT6WTQ,0.00002,1,true
BC1YLjQ114E6hYCf3Eb6QT8h8vK8vybNMcYu5G7DGZRfWU7upK1jj1z,0.00002,1,true
BC1YLhVWpuqmf3b89jEcd7rytZjXcbQMZVP69cgCDxtfaVo2QjPjQjR,0.00002,1,true
BC1YLjJz9bsxLNhDEYT6uycyYYnMgZcCnkEfdJ5x116x8btyXfg2siW,0.00002,1,true
BC1YLghCtKwXChfp6t5EbktpdPFLS86hK7CryqxEbDq11Wwk3YGPG43,0.00002,1,true
BC1YLiRwSz9zqBSqXZNhmQK5m3Scuph4wiQWRRTfgmE1z7VkFVwEssH,0.00002,1,true
BC1YLhnq6q6bUYfgpYt28XYuAtAiuUtW3iTrkF3JL129wqBLyXQiUpN,0.00002,1,true
BC1YLhiniq1pmHX4RZ9L2KKEgTmk9QwRr71aLPSVhmnrcDscqK74XzH,0.00002,1,true
BC1YLgwSeyQdS8LtM7v8mFc18vQ6LPJqXseU47tmzYfKMUF3WuxvhYW,0.00002,1,true
BC1YLhzBMDqvH3pq2fEYSK3NjJ6fNP1YhkiFG9rT1iZW8B3JGhshMep,0.00002,1,true
BC1YLh6n52WFCrqX9MZVJXSS9YQs5F7hCtmpFvPdBxKgFZBfDJUmzzB,0.00002,1,true
BC1YLjMbzT3MHwSyYu3sSEEecng6t9RiwfAKULVweJEa9k55Lm7JE8M,0.00002,1,true
BC1YLh3s67v6F2ZdYjaEVSUH1AZekBdtb3DzgBTntGPir2pEV9GvMTb,0.00002,1,true
BC1YLiBpEXVArgZcV9SJxEihLPxWz9dBLDVdhqn2gsRACBcRFEJ9CcB,0.00002,1,true
BC1YLip6KqQnjFEe3tiEi2fSHbDQF1LPK3weuxbvVmgLBMjbHVy95dn,0.00002,1,true
BC1YLivxp8PS733Xobraz5W8DutY7qAU7ae4rKkEboXUHbkizzrWgDR,0.00002,1,true
BC1YLiamBVeiAAMg4Gxnwn8VC7VPymzfcXt1N5pvpz5VtyhQaPG362D,0.00002,1,true
BC1YLg6S7Dwmzxv5A74WPQ6ryujTxn1GAXoVWo7RA9Cqzz1JK4ucoUZ,0.00002,1,true
BC1YLgeNvVbxFzAcHfhfm7bAyT4dnv5s2eogr5ZVcTMmsawDX3E3R3J,0.00002,1,true
BC1YLgUhbMjwZKbpEojfjvfRkUtmZWLFWXwNJMgmRfjySVnyLJycw8z,0.00002,1,true
BC1YLj2sbjg1D62UshW7LFcpXTWF7WtaddzxrS332r5nXhD82pEvVRx,0.00002,1,true
BC1YLj9UCCtief1Ph2aycYyh1FcNDQ6nhWQmruDTtzf4BpeYFR2TVFa,0.00002,1,true
BC1YLj8PgQqUhjno67EN24bNeoRkzQGmuwu4y6Sb4uaBXhMBbzPSoky,0.00002,1,true
BC1YLfiS7b6ouA1EdPeQseuFf8id543aSfmWtAr1GTDNf8WWsz8tta3,0.00002,1,true
BC1YLhFv1GMDHrVkwcuYL7Ka8rvNsFJmd37XEjcfxGh6oHR9N5AgNv2,0.00002,1,true
BC1YLiJTFDbdre4reGJfsgfGMTuZHskA8yNnQdLRxmD7yUsBA2BsBBe,0.00002,1,true
BC1YLhYqAwamF2dXVWqLz8Qj33LP23chWxMqm77eaRwJezwijhzsCPT,0.00002,1,true
BC1YLh4Jh9VDLV8NHLp9u7AW1jSfHF5ChqbYsdYZ4t3t43Do83rD6ah,0.00002,1,true
BC1YLgoUiEfDoAnKUFvvF5tiLwzAYsRvSR2DJJkNJUM65ZoNkkw7SH5,0.00002,1,true
BC1YLhmHnCUwjtHutkfo4gHgFTuDJf3oY9TDZe2D3qZznQoZCKCbse6,0.0000198,1,true
BC1YLhanUrtRAQNfJdipDL1YcFDMzBoz9wAPLwiRxRZgncwkT2CRaPe,0.0000198,1,true
BC1YLh3uGLHdTSpVZGMf8ZbkiF74mZrkBW8XrJ5RXUrEqpmkWQyuHAv,0.0000198,1,true
BC1YLhxYKa7nh8eGZq5hHLqjUrMj9q9aqYmm8BniBx42Ad7au1gZAD2,0.0000198,1,true
BC1YLj7MFzPtFnFsovAmg3oetz8MrM8u9ZzgJepEEZzetqUNYTKJviG,0.0000198,1,true
BC1YLfouU217utKu45N3hzVM2tvqrdEuNNopZ6R3HCeXLiUQzSyVJDA,0.0000198,1,true
BC1YLhRcFva9A3AjPgfsLFm5bjpCvxHdwn9r3E7vAppMQ35qzZME2oN,0.0000198,1,true
BC1YLjLX9QtCuyAVYTConF8w4jTc3LWiYw6ByLzybtkwSfEdWhaetgu,0.0000198,1,true
BC1YLjANz2PNneS6hDuJr83GXydar3oPf5AjdN5SgFRtB1JkfpzYG6N,0.0000197,1,true
BC1YLi2Hu2SC8Q1jaJiyVVsdnzrWv4gmuggkTowyY5YVri821GPDfZv,0.0000196,1,true
BC1YLibb5trZp4DpBdJ3ZiKD2wpY5wS37bwLSr7DfyAieRTRSk6Vvqx,0.0000196,1,true
BC1YLfoVBzjzHE1X2jQZKXS1ZLDKsVzFQg338LCxwKzLXcRHLLQfsKM,0.0000196,1,true
BC1YLimb8mLqXi8wqJQPRabswUJAEeSGtmhnfATAYLAbVymhexkaEJJ,0.0000196,1,true
BC1YLjVDDSS7cHwxrkiZyDBkAD7ix5LrRMgDSnimP1m59Gkht3AZSKR,0.0000196,1,true
BC1YLhEH9j8MJ1pktwwJ2sGJ2gBmXQwMuygkGLqDmzmiQ3D112d2mHP,0.0000196,1,true
BC1YLgq6xW2ibdaHpVi8qxZrv8LF8JD1g5wVeKvoU6QQ58vrjWKyvzG,0.0000193,1,true
BC1YLgUim5MWqw3SizqfQHyCE2kN8dEhQ1Z64KM6G9iVApP2orTevJS,0.0000193,1,true
BC1YLfhaWMwxcmPe529z84YZkFatYZBKRqtAwsFKxLf5QNqrARXEKH2,0.0000193,1,true
BC1YLfjheD4kn84e2sGqiAmY4dqddhw9vYuqKbqVffQWjXaY271hmk7,0.0000193,1,true
BC1YLgDRafscr557Mv7p7mEMqddRpJu7GBMzjtjNfJgPd7qBKcU1uFj,0.0000189,1,true
BC1YLjWYFvpN4RPG9WNGizCyPgFiu9UQxoNrCKQ131xxb1txMqJkA93,0.0000188,1,true
BC1YLjDmsmM82vdpsPkHrZzQL3FMimjrb9xv3V1RWqgchKBiwBAirfs,0.0000187,1,true
BC1YLgStRUQ2Q5mCPULeGKsz6rn2x9rwbVaoE5QaF7YkeURZTfv1W1W,0.0000187,1,true
BC1YLgWhtZ8e5t6pQ1PJVdDX64JeMhmpXeFL8yLzHfdCJf7J3LgcPdu,0.0000182,1,true
BC1YLfppjUnSGReBTM1b8jbnngXc14CaKPUSX4q8AMm1ML3JMYsWQEt,0.0000181,1,true
BC1YLj2PEiYppiF1MnkdTK2YRSRbAZfdNVnAU3aG5Ab9ySwpSHCNvmN,0.0000177,1,true
BC1YLi3dwd2sQZLxzrJuY1BUWKHqkesfac2sRj8ve5H7SS4dEQLU9ux,0.0000172,1,true
BC1YLjCiYYdPp9FpCJTKRZEUxJ9A96ML3qiqz2mSCCYH5h4iFt7JCqK,0.0000172,1,true
BC1YLgDettGFB2hsUXy9aNBAL7zwckTFhBd6i64W8LZfB3PdjdwRPXN,0.0000172,1,true
BC1YLi5nk8VJMxJTR197pRjoxxFDsoYTUgN2zvMrvmrsRKjCa5zRf49,0.0000172,1,true
BC1YLho8B4xSRdG99FEKEqA7kjGaQRMWsyAocdA8u5FrhDqQbTySxxW,0.0000171,1,true
BC1YLhKddTawsGQ7fBtGpTv6n5LWyJnMhAyxXvohvLqdFpbtRHWFRPH,0.0000171,1,true
BC1YLia9hQ6t6eARvWT8mKuPnPyMdnV32Qax7j4gtavAFsr7Y8TQuEn,0.000017,1,true
BC1YLgSMio93sJzMbdQx1Pmz9gw8h3J9dLW5p3PfgBgpVbofyo7Yw85,0.0000166,1,true
BC1YLgX7xbYwQEuN9ccmH5aiNUkAzdRHw3FdLFKyqA5gTHBYhg4TTpv,0.0000166,1,true
BC1YLhVQjdDmeVq7DLQCaANEuAoAgC1DZTaN2NscCGn1cnQn1NbXset,0.0000166,1,true
BC1YLj464NDsoTjWRDz8EncMjLmTVro8mdSG9VBnDPohHBWvXtHTwN9,0.0000165,1,true
BC1YLi9rGdqvjQq22AtWQ4TLgaUoydNz56yeqbSE2qpRh1xPT4iwkJQ,0.0000164,1,true
BC1YLjWzducsodtF7pkHcE3jB2chCNpCBK6Egi2Cj6S6hE972VUciTf,0.0000163,1,true
BC1YLhFTaYe5Yg3RxT32bU5U1vD4owjjNRpVwpZNxN396TJQYgjgs8z,0.0000162,1,true
BC1YLhXsRgphzHNg1uTz468CL9BrzvwG8X7y2Ygak63pAEzKQJqWYfe,0.000016099,1,true
